Contract_ID,Vendor,Category,Approved_Amount_USD,Invoiced_Amount_USD,Contract_Status,Start_Date,End_Date
C-1674,Capgemini,Finance Ops,646991,618161,Closed,2023-05-19,2024-01-11
C-1675,EY,Risk Audit,517950,437231,Closed,2023-09-15,2024-12-03
C-1676,Accenture,IT Services,523276,520260,Active (Overrun),2023-09-27,2024-01-30
C-1677,Globant,ERP Implementation,427288,420183,Closed,2023-04-15,2024-03-13
C-1678,PwC,Cloud Services,649219,713469,Active,2023-09-03,2024-05-22
C-1679,Oracle,Software Dev,658592,630291,Active,2023-08-17,2024-06-13
C-1680,Capgemini,Consulting,371909,297901,Closed,2023-11-28,2024-11-02
C-1681,Capgemini,Consulting,964900,774224,Active,2023-09-26,2024-11-29
C-1682,Microsoft,Software Dev,730644,723394,Active (Overrun),2023-11-04,2024-09-23
C-1683,Accenture,ERP Implementation,221500,192134,Active (Overrun),2023-11-19,2024-03-12
C-1684,EY,Consulting,143760,120378,Closed,2023-07-19,2024-02-18
C-1685,SAP,Cloud Services,278052,260597,Closed,2023-11-20,2024-01-29
C-1686,Globant,Finance Ops,322014,281724,Active (Overrun),2023-10-06,2024-08-11
C-1687,EY,Consulting,713997,574797,Active (Overrun),2023-05-03,2024-03-14
C-1688,Accenture,IT Services,113290,94493,Closed,2023-10-04,2024-01-14
C-1689,Accenture,Consulting,245136,229968,Closed,2023-03-08,2024-07-27
C-1690,IBM,IT Services,800759,680178,Active,2023-09-20,2024-01-06
C-1691,IBM,IT Services,492882,401556,Active,2023-12-26,2024-03-16
C-1692,Globant,Risk Audit,72259,68861,Active (Overrun),2023-07-01,2024-11-17
C-1693,Globant,IT Services,744253,858887,Closed,2023-06-19,2024-10-28
C-1694,PwC,Risk Audit,801310,939395,Active (Overrun),2023-03-11,2024-11-03
C-1695,Globant,Risk Audit,693449,716669,Active,2023-01-03,2024-09-13
C-1696,EY,ERP Implementation,827841,813641,Active,2023-01-04,2024-11-25
C-1697,Deloitte,Software Dev,557306,662328,Active,2023-02-20,2024-05-17
C-1698,Capgemini,Cloud Support,937485,990650,Closed,2023-01-19,2024-07-14
C-1699,IBM,Software Dev,181317,207731,Active,2023-04-04,2024-09-12
C-1700,Capgemini,IT Services,234071,197101,Closed,2023-05-06,2024-12-08
C-1701,Capgemini,IT Services,250205,204647,Active (Overrun),2023-12-29,2024-09-27
C-1702,PwC,Cloud Support,706621,649295,Closed,2023-10-21,2024-09-20
C-1703,Deloitte,ERP Implementation,613372,695665,Active,2023-11-28,2024-07-15
C-1704,SAP,IT Services,239549,258410,Active,2023-03-30,2024-08-09
C-1705,PwC,Cloud Support,981599,1143616,Active (Overrun),2023-05-15,2024-06-30
C-1706,IBM,Consulting,483090,575873,Closed,2023-05-25,2024-09-17
C-1707,SAP,IT Services,452506,455364,Active,2023-08-21,2024-08-09
C-1708,Microsoft,Finance Ops,796242,683985,Active,2023-01-13,2024-04-17
C-1709,Microsoft,Cloud Services,147420,132054,Closed,2023-08-07,2024-08-05
C-1710,Oracle,Software Licensing,297688,351793,Active,2023-09-04,2024-09-01
C-1711,IBM,Cloud Support,825412,940479,Active (Overrun),2023-11-07,2024-01-04
C-1712,Capgemini,Cloud Support,450862,533970,Active,2023-04-03,2024-08-18
C-1713,Oracle,Software Dev,858235,814171,Active,2023-09-09,2024-07-02
C-1714,EY,ERP Implementation,655192,640040,Closed,2023-01-07,2024-05-31
C-1715,SAP,Risk Audit,851317,830975,Closed,2023-04-09,2024-01-03
C-1716,EY,Finance Ops,342268,354556,Active (Overrun),2023-10-25,2024-01-20
C-1717,EY,Cloud Support,178150,166622,Active,2023-06-13,2024-02-22
C-1718,IBM,IT Services,62316,59989,Active (Overrun),2023-01-06,2024-09-02
C-1719,Oracle,Software Dev,392133,424941,Active,2023-03-08,2024-07-18
C-1720,SAP,Software Dev,733874,773408,Active (Overrun),2023-12-09,2024-08-29
C-1721,PwC,ERP Implementation,178935,154549,Active (Overrun),2023-08-05,2024-12-13
C-1722,Deloitte,Cloud Services,616896,663149,Closed,2023-09-15,2024-10-16
C-1723,EY,Software Dev,646943,657480,Active (Overrun),2023-12-05,2024-12-17
C-1724,IBM,IT Services,517554,572932,Active (Overrun),2023-01-06,2024-10-28
C-1725,Capgemini,Cloud Support,762861,615817,Closed,2023-09-10,2024-11-09
C-1726,Microsoft,Software Licensing,801308,796625,Closed,2023-01-15,2024-07-20
C-1727,Microsoft,Cloud Support,307709,259092,Active,2023-09-15,2024-02-26
C-1728,Oracle,ERP Implementation,886331,765884,Active,2023-10-11,2024-11-16
C-1729,Capgemini,Consulting,529625,615396,Active (Overrun),2023-12-20,2024-05-15
C-1730,Capgemini,Software Dev,638797,598776,Active,2023-05-22,2024-07-17
C-1731,Accenture,Cloud Support,810977,895776,Active (Overrun),2023-06-20,2024-11-22
C-1732,Microsoft,Cloud Services,221503,220194,Active,2023-01-12,2024-11-07
C-1733,Oracle,Cloud Services,555667,601805,Closed,2023-11-07,2024-04-04
C-1734,Accenture,Risk Audit,358120,378096,Active (Overrun),2023-01-21,2024-11-03
C-1735,SAP,Consulting,74815,70073,Active (Overrun),2023-03-17,2024-07-28
C-1736,EY,Software Dev,120515,116025,Closed,2023-03-13,2024-07-02
C-1737,Capgemini,Consulting,232445,229707,Active (Overrun),2023-11-30,2024-08-16
C-1738,PwC,Finance Ops,449306,491457,Active (Overrun),2023-08-07,2024-12-29
C-1739,Globant,Cloud Support,945951,1036889,Active,2023-11-09,2024-12-27
C-1740,Deloitte,IT Services,305886,366963,Active (Overrun),2023-02-12,2024-03-02
C-1741,Accenture,Cloud Support,630948,722935,Active (Overrun),2023-09-27,2024-07-21
C-1742,Deloitte,Cloud Support,544639,530675,Active (Overrun),2023-04-28,2024-02-29
C-1743,EY,Software Licensing,907872,873566,Active,2023-10-19,2024-04-14
C-1744,Deloitte,ERP Implementation,855441,958369,Closed,2023-02-23,2024-01-18
C-1745,Capgemini,Risk Audit,658135,640506,Active,2023-06-19,2024-05-13
C-1746,IBM,Risk Audit,941741,868911,Active (Overrun),2023-02-02,2024-06-20
C-1747,Oracle,IT Services,586712,515926,Active (Overrun),2023-12-23,2024-07-24
C-1748,PwC,ERP Implementation,434680,519681,Active (Overrun),2023-08-02,2024-10-17
C-1749,Capgemini,Consulting,750365,855876,Active,2023-10-14,2024-02-23
C-1750,Oracle,Finance Ops,927837,809958,Closed,2023-02-25,2024-04-16
C-1751,Oracle,Consulting,956761,994427,Active (Overrun),2023-02-03,2024-12-20
C-1752,Capgemini,IT Services,858729,802369,Active (Overrun),2023-04-13,2024-05-29
C-1753,Accenture,Risk Audit,736203,716565,Active,2023-12-28,2024-09-07
C-1754,SAP,Consulting,866999,824834,Active,2023-02-17,2024-02-01
C-1755,Microsoft,Risk Audit,300021,304576,Closed,2023-09-14,2024-11-21
C-1756,PwC,Finance Ops,176862,209721,Active (Overrun),2023-04-01,2024-12-07
C-1757,Globant,ERP Implementation,669983,686488,Active (Overrun),2023-05-16,2024-12-17
C-1758,Deloitte,Cloud Support,374911,368116,Active,2023-12-19,2024-11-25
C-1759,PwC,Finance Ops,639916,629372,Active (Overrun),2023-08-09,2024-04-17
C-1760,Accenture,Software Licensing,309315,320878,Active (Overrun),2023-05-16,2024-01-25
C-1761,PwC,Consulting,981422,1175623,Active,2023-03-12,2024-08-05
C-1762,Globant,Cloud Support,652589,624105,Active,2023-12-23,2024-07-05
C-1763,PwC,Cloud Support,935201,764494,Active,2023-03-17,2024-09-20
C-1764,Microsoft,Software Dev,854905,691444,Closed,2024-01-01,2024-01-06
C-1765,Oracle,Finance Ops,740314,823541,Closed,2023-09-02,2024-09-20
C-1766,SAP,Finance Ops,214825,220136,Active (Overrun),2023-06-05,2024-01-27
C-1767,IBM,Software Licensing,659137,531156,Active,2023-06-27,2024-11-16
C-1768,Accenture,Cloud Services,150999,122852,Active,2023-08-16,2024-03-03
C-1769,Oracle,Cloud Support,937606,1051319,Active (Overrun),2023-11-03,2024-01-27
C-1770,Oracle,Cloud Services,595385,616042,Active,2023-04-20,2024-05-13
C-1771,EY,Finance Ops,255281,242713,Closed,2023-06-25,2024-08-22
C-1772,Microsoft,Consulting,720486,832750,Closed,2023-03-14,2024-06-09
C-1773,Globant,Finance Ops,835873,856953,Active,2023-02-26,2024-03-06
C-1774,Oracle,Risk Audit,153348,131111,Closed,2023-04-04,2024-10-30
C-1775,Globant,Consulting,970368,1155951,Active,2023-06-16,2024-09-11
C-1776,EY,Cloud Support,193148,224803,Closed,2023-01-29,2024-11-20
C-1777,Deloitte,Consulting,343073,286248,Active,2023-11-26,2024-09-05
C-1778,Microsoft,Software Licensing,300062,325738,Closed,2023-09-04,2024-06-24
C-1779,EY,Finance Ops,311414,327866,Active,2023-02-28,2024-04-11
C-1780,EY,IT Services,899924,991619,Active (Overrun),2023-05-04,2024-05-07
C-1781,Accenture,Finance Ops,688280,562580,Active,2023-08-14,2024-01-24
C-1782,Globant,Software Licensing,127025,139870,Closed,2023-01-02,2024-02-13
C-1783,PwC,Cloud Support,627012,737760,Closed,2023-11-01,2024-09-07
C-1784,IBM,Cloud Services,302038,303123,Active (Overrun),2023-07-22,2024-06-11
C-1785,Oracle,Software Dev,829434,728215,Active (Overrun),2023-11-28,2024-04-02
C-1786,EY,Software Dev,230845,225212,Active (Overrun),2023-12-11,2024-06-09
C-1787,Microsoft,IT Services,427648,404862,Closed,2023-04-22,2024-01-05
C-1788,Globant,Software Dev,477848,562562,Active (Overrun),2023-08-19,2024-05-07
C-1789,SAP,ERP Implementation,403482,327094,Active (Overrun),2023-01-29,2024-12-13
C-1790,Oracle,ERP Implementation,941013,1076661,Active (Overrun),2023-11-27,2024-07-03
C-1791,EY,ERP Implementation,428401,401102,Active,2023-01-20,2024-10-06
C-1792,Oracle,Finance Ops,239754,255477,Active,2023-07-28,2024-01-23
C-1793,IBM,Software Dev,557371,657754,Active,2023-04-29,2024-11-27
C-1794,PwC,Cloud Services,770910,785433,Closed,2023-01-07,2024-10-22
C-1795,Globant,Cloud Services,171484,202291,Active (Overrun),2023-05-10,2024-09-06
C-1796,EY,Consulting,456109,465255,Closed,2023-02-24,2024-05-31
C-1797,Microsoft,Consulting,809197,938419,Active (Overrun),2023-11-15,2024-02-12
C-1798,SAP,Software Dev,827224,748734,Active (Overrun),2023-10-20,2024-03-21
C-1799,Oracle,Consulting,563144,483612,Active (Overrun),2023-02-05,2024-10-07
C-1800,PwC,Software Licensing,700013,778950,Active (Overrun),2023-08-15,2024-01-20
C-1801,EY,ERP Implementation,258153,292514,Closed,2023-05-11,2024-11-08
C-1802,PwC,IT Services,455296,484272,Active,2023-08-23,2024-06-16
C-1803,Microsoft,Finance Ops,281473,300791,Closed,2023-09-27,2024-04-02
C-1804,Accenture,IT Services,516851,568644,Active,2023-11-01,2024-11-21
C-1805,Globant,Cloud Services,422473,394837,Active (Overrun),2023-09-10,2024-11-25
C-1806,SAP,Consulting,812102,882520,Closed,2023-04-06,2024-03-26
C-1807,Microsoft,Finance Ops,292864,238673,Closed,2023-02-11,2024-07-11
C-1808,EY,Finance Ops,776879,716359,Closed,2023-06-06,2024-07-23
C-1809,IBM,Software Licensing,524877,623703,Closed,2023-04-12,2024-05-25
C-1810,Microsoft,Finance Ops,246564,278338,Active (Overrun),2023-08-20,2024-05-30
C-1811,Capgemini,Software Dev,940981,944222,Active (Overrun),2023-09-29,2024-08-12
C-1812,Accenture,Software Licensing,378652,346276,Active (Overrun),2023-02-18,2024-12-03
C-1813,Deloitte,Software Licensing,983683,846502,Active (Overrun),2023-01-06,2024-06-26
C-1814,Accenture,Cloud Services,163441,156073,Closed,2023-11-29,2024-10-30
C-1815,Oracle,Cloud Services,686399,818007,Closed,2023-01-26,2024-03-04
C-1816,SAP,Software Dev,267170,245021,Active (Overrun),2023-07-18,2024-10-03
C-1817,PwC,ERP Implementation,836631,886623,Active,2023-10-03,2024-04-29
C-1818,PwC,Software Licensing,738020,681166,Active,2023-12-03,2024-08-20
C-1819,Oracle,ERP Implementation,164927,154587,Active,2023-04-16,2024-09-18
C-1820,Oracle,ERP Implementation,829875,992945,Active,2023-07-09,2024-06-21
C-1821,SAP,Consulting,831498,783655,Closed,2023-11-09,2024-03-29
C-1822,Microsoft,Cloud Support,141328,152500,Active,2023-04-28,2024-01-06
C-1823,Oracle,IT Services,409644,415398,Active (Overrun),2023-09-04,2024-02-25
C-1824,Accenture,Software Licensing,941407,814051,Active,2023-10-28,2024-01-16
C-1825,Globant,Cloud Services,880059,798934,Closed,2023-11-30,2024-01-25
C-1826,Capgemini,Consulting,937205,804815,Active (Overrun),2023-08-27,2024-01-03
C-1827,PwC,Risk Audit,615850,517829,Active (Overrun),2023-05-20,2024-10-05
C-1828,Deloitte,Software Dev,516030,494832,Active,2023-05-07,2024-09-10
C-1829,Capgemini,Finance Ops,885760,790000,Closed,2023-11-14,2024-08-28
C-1830,IBM,Software Licensing,626220,653283,Closed,2023-08-01,2024-05-21
C-1831,Globant,Software Licensing,787387,827086,Active (Overrun),2023-07-04,2024-01-17
C-1832,IBM,Finance Ops,952674,1061488,Active (Overrun),2023-06-02,2024-06-07
C-1833,Oracle,Consulting,602427,693011,Active (Overrun),2023-04-15,2024-04-25
C-1834,IBM,IT Services,577170,686814,Active,2023-06-25,2024-07-27
C-1835,Capgemini,Cloud Services,562274,543865,Active,2023-06-18,2024-02-08
C-1836,Oracle,Software Licensing,88142,105489,Active,2023-04-03,2024-02-07
C-1837,Accenture,ERP Implementation,863662,1032016,Active (Overrun),2023-10-06,2024-11-18
C-1838,Accenture,IT Services,477817,521654,Closed,2023-10-20,2024-08-04
C-1839,Accenture,Software Licensing,926548,1027757,Active (Overrun),2023-12-08,2024-07-24
C-1840,Deloitte,ERP Implementation,911833,830355,Active,2023-05-31,2024-10-17
C-1841,Microsoft,Cloud Services,94949,78464,Closed,2023-05-10,2024-09-19
C-1842,IBM,Finance Ops,913898,796460,Closed,2023-11-07,2024-09-22
C-1843,SAP,Consulting,143754,116540,Active (Overrun),2023-10-25,2024-04-12
C-1844,EY,Software Dev,423172,468043,Active,2023-05-18,2024-07-30
C-1845,PwC,Software Licensing,862232,930592,Closed,2023-05-31,2024-12-18
C-1846,Microsoft,Software Dev,509093,574451,Closed,2023-12-02,2024-07-04
C-1847,Microsoft,Software Dev,935400,860171,Active,2023-10-24,2024-10-30
C-1848,SAP,Cloud Support,175423,193694,Active (Overrun),2023-11-08,2024-08-19
C-1849,Microsoft,Software Dev,708093,570051,Active (Overrun),2023-12-10,2024-08-19
C-1850,PwC,Cloud Services,806632,900663,Active,2023-07-06,2024-11-18
C-1851,Deloitte,Risk Audit,740606,648841,Closed,2023-07-22,2024-09-25
C-1852,IBM,Consulting,844624,777383,Active (Overrun),2023-10-03,2024-07-08
C-1853,EY,Cloud Support,426147,357893,Active,2023-02-28,2024-02-24
C-1854,EY,Software Licensing,983245,1150787,Active (Overrun),2023-01-10,2024-11-17
C-1855,PwC,ERP Implementation,738564,797092,Closed,2023-05-17,2024-08-25
C-1856,Capgemini,Cloud Support,631021,507795,Active,2023-12-09,2024-11-04
C-1857,PwC,Software Dev,354575,425295,Active,2023-09-07,2024-12-02
C-1858,Accenture,Risk Audit,668543,751571,Closed,2023-06-30,2024-08-04
C-1859,Accenture,Finance Ops,683744,612613,Active (Overrun),2023-08-16,2024-05-24
C-1860,SAP,IT Services,694815,681537,Closed,2023-08-17,2024-03-12
C-1861,Microsoft,Software Licensing,555237,472161,Active,2023-09-05,2024-10-14
C-1862,Accenture,Consulting,921679,966180,Active (Overrun),2023-04-07,2024-11-24
C-1863,Capgemini,Cloud Services,498535,436029,Active (Overrun),2023-02-01,2024-05-26
C-1864,Accenture,Risk Audit,139746,149987,Closed,2023-01-07,2024-03-24
C-1865,Deloitte,Consulting,186006,153879,Active,2023-12-28,2024-09-28
C-1866,Oracle,IT Services,708680,847490,Closed,2023-03-16,2024-10-06
C-1867,Microsoft,Software Dev,953969,1003158,Active,2023-02-22,2024-08-05
C-1868,Microsoft,IT Services,459626,375140,Closed,2023-01-01,2024-07-16
C-1869,Oracle,Consulting,702151,766142,Active (Overrun),2023-04-03,2024-07-29
C-1870,Deloitte,Consulting,716940,764506,Closed,2023-05-07,2024-08-28
C-1871,Microsoft,Risk Audit,258462,309609,Active (Overrun),2023-09-18,2024-12-01
C-1872,Deloitte,ERP Implementation,120785,114183,Active (Overrun),2023-03-15,2024-05-28
C-1873,Microsoft,Cloud Support,710533,631015,Active (Overrun),2023-08-22,2024-05-19
C-1874,Accenture,Finance Ops,350640,333541,Closed,2023-11-30,2024-09-24
C-1875,SAP,Cloud Services,924821,1006570,Active (Overrun),2023-08-30,2024-09-21
C-1876,IBM,ERP Implementation,970967,902125,Active,2023-08-16,2024-07-16
C-1877,IBM,Consulting,189939,221263,Active,2023-06-30,2024-10-01
C-1878,IBM,ERP Implementation,504737,495666,Active,2023-07-31,2024-06-21
C-1879,Deloitte,Cloud Support,161350,182316,Active,2023-03-13,2024-02-04
C-1880,Accenture,Consulting,851741,756352,Active (Overrun),2023-03-11,2024-02-06
C-1881,Deloitte,ERP Implementation,176391,148445,Active (Overrun),2023-07-09,2024-08-22
C-1882,Capgemini,Finance Ops,892896,1015013,Active,2023-12-30,2024-08-09
C-1883,Oracle,Consulting,772688,734536,Active,2023-12-14,2024-10-15
C-1884,PwC,Software Dev,540583,437532,Closed,2023-06-19,2024-10-24
C-1885,Microsoft,IT Services,731180,799222,Active (Overrun),2023-11-12,2024-11-12
C-1886,Deloitte,Risk Audit,998990,1153981,Closed,2023-08-08,2024-04-10
C-1887,Oracle,ERP Implementation,288538,335088,Active (Overrun),2023-10-25,2024-01-29
C-1888,Oracle,Cloud Support,226600,187646,Closed,2023-07-04,2024-12-24
C-1889,PwC,Finance Ops,694409,830406,Active,2023-05-17,2024-04-12
C-1890,Oracle,Finance Ops,794021,696718,Active (Overrun),2023-09-17,2024-09-28
C-1891,Oracle,Software Licensing,277355,311172,Active (Overrun),2023-10-09,2024-09-27
C-1892,EY,Risk Audit,709477,665875,Active (Overrun),2023-11-06,2024-03-27
C-1893,EY,Cloud Services,784309,838497,Active (Overrun),2023-08-23,2024-01-23
C-1894,Deloitte,IT Services,772607,871068,Active,2023-02-13,2024-08-27
C-1895,Microsoft,IT Services,746534,617970,Closed,2023-01-31,2024-03-05
C-1896,Microsoft,Consulting,727666,585576,Active (Overrun),2023-08-10,2024-07-01
C-1897,Capgemini,Consulting,863894,791226,Closed,2023-07-18,2024-01-15
C-1898,Microsoft,Software Dev,586983,605255,Active (Overrun),2023-11-24,2024-05-09
C-1899,Capgemini,Cloud Services,320093,268976,Closed,2023-10-13,2024-12-26
C-1900,Capgemini,Finance Ops,450249,416850,Active (Overrun),2023-04-19,2024-07-20
C-1901,Microsoft,Risk Audit,582808,539176,Active,2023-12-22,2024-11-19
C-1902,Oracle,ERP Implementation,652516,749063,Active,2023-09-04,2024-10-26
C-1903,Microsoft,IT Services,273479,221712,Active (Overrun),2023-06-09,2024-12-19
C-1904,PwC,Cloud Support,386913,420112,Active (Overrun),2023-01-27,2024-02-17
C-1905,Deloitte,Consulting,947301,816567,Closed,2023-09-23,2024-07-29
C-1906,SAP,Consulting,643727,521976,Closed,2023-11-11,2024-02-06
C-1907,Globant,Software Dev,579086,582973,Closed,2023-03-10,2024-06-11
C-1908,Microsoft,Consulting,763603,857624,Active,2023-05-22,2024-02-26
C-1909,IBM,Finance Ops,695483,684548,Active,2023-02-09,2024-05-17
C-1910,Globant,Software Licensing,667320,789012,Active,2023-09-05,2024-05-23
C-1911,Deloitte,Finance Ops,598053,596148,Active,2023-08-03,2024-06-18
C-1912,Deloitte,IT Services,582147,552370,Active (Overrun),2023-07-03,2024-10-07
C-1913,Deloitte,Finance Ops,247632,278415,Active,2023-05-02,2024-08-21
C-1914,IBM,IT Services,304929,348938,Active,2023-07-26,2024-01-20
C-1915,Accenture,Finance Ops,117429,94988,Active (Overrun),2023-10-30,2024-09-08
C-1916,Capgemini,Risk Audit,723089,646534,Closed,2023-09-29,2024-07-26
C-1917,PwC,Risk Audit,117949,103748,Active,2023-12-27,2024-05-08
C-1918,Oracle,Risk Audit,927861,773295,Active (Overrun),2023-01-18,2024-02-16
C-1919,SAP,ERP Implementation,977719,794039,Closed,2023-10-04,2024-05-19
C-1920,PwC,ERP Implementation,965237,1095895,Active (Overrun),2023-09-17,2025-01-01
C-1921,PwC,Software Dev,243517,233084,Active,2023-12-14,2024-05-19
C-1922,SAP,Finance Ops,678413,741480,Closed,2023-06-01,2024-10-09
C-1923,Microsoft,Risk Audit,226658,198152,Active,2023-11-12,2024-08-07
C-1924,Globant,Risk Audit,706120,597396,Closed,2023-09-05,2024-10-07
C-1925,Oracle,Finance Ops,228237,255224,Active (Overrun),2023-11-12,2024-07-05
C-1926,Globant,Cloud Support,860972,1003061,Active,2023-07-06,2024-04-04
C-1927,EY,Software Dev,823353,851062,Active (Overrun),2023-03-26,2024-01-07
C-1928,Deloitte,Cloud Services,265872,223699,Active (Overrun),2023-04-22,2024-11-06
C-1929,Oracle,ERP Implementation,335147,350872,Closed,2023-11-06,2024-04-11
C-1930,Globant,Software Dev,882377,951813,Closed,2023-01-20,2024-06-12
C-1931,PwC,Risk Audit,80514,79347,Active,2023-10-21,2024-01-26
C-1932,SAP,Software Licensing,662253,625523,Active,2023-02-13,2024-02-13
C-1933,IBM,IT Services,479912,485143,Active (Overrun),2023-04-27,2024-12-19
C-1934,Microsoft,Cloud Services,709174,746288,Active (Overrun),2023-09-02,2024-11-17
C-1935,Accenture,Software Dev,918188,991114,Closed,2023-05-30,2024-05-04
C-1936,Oracle,Finance Ops,569222,657001,Closed,2023-04-26,2024-06-28
C-1937,Microsoft,IT Services,53433,58081,Active (Overrun),2023-12-20,2024-04-04
C-1938,Oracle,Cloud Services,969478,959043,Active (Overrun),2023-12-03,2024-04-06
C-1939,Deloitte,Finance Ops,545671,459147,Closed,2023-01-31,2024-03-15
C-1940,Deloitte,Cloud Support,554238,517304,Active (Overrun),2023-10-01,2024-01-04
C-1941,Globant,Finance Ops,248733,271882,Closed,2023-11-19,2024-04-16
C-1942,EY,Risk Audit,639969,730942,Active,2023-10-17,2024-02-06
C-1943,Accenture,Risk Audit,894879,964780,Closed,2023-02-10,2024-09-14
C-1944,Oracle,Consulting,785156,852325,Active,2023-01-10,2024-02-11
C-1945,Oracle,Cloud Services,213219,234437,Closed,2023-09-02,2024-12-21
C-1946,Globant,Consulting,51451,43910,Active,2023-03-08,2024-09-29
C-1947,EY,Software Dev,997155,841389,Active,2023-05-04,2024-04-28
C-1948,Oracle,ERP Implementation,71916,84775,Active (Overrun),2023-01-25,2024-09-15
C-1949,Capgemini,IT Services,248223,294656,Active,2023-07-07,2024-11-21
C-1950,SAP,Cloud Support,180295,206117,Active,2023-02-03,2024-06-28
C-1951,Globant,Software Licensing,199632,163065,Active,2023-08-07,2024-05-13
C-1952,Microsoft,Finance Ops,867786,788958,Active,2023-05-26,2024-12-27
C-1953,EY,Cloud Services,549793,647207,Active,2023-09-08,2024-05-18
C-1954,Globant,Consulting,336204,290272,Active,2023-03-10,2024-07-10
C-1955,PwC,Finance Ops,611581,608783,Active,2023-02-20,2024-01-18
C-1956,EY,Finance Ops,539434,621265,Active,2023-07-14,2024-09-10
C-1957,Globant,Cloud Support,642586,752273,Active,2023-10-03,2024-08-20
C-1958,SAP,Finance Ops,131927,132041,Active,2023-02-21,2024-12-05
C-1959,IBM,Risk Audit,383439,354532,Closed,2023-10-23,2024-04-13
C-1960,Globant,Finance Ops,679845,769554,Closed,2023-03-07,2024-10-27
C-1961,IBM,Cloud Services,366970,394330,Active,2023-06-06,2024-01-26
C-1962,Accenture,Cloud Services,463838,386642,Active,2023-09-14,2024-10-01
C-1963,EY,Risk Audit,698895,587567,Active (Overrun),2023-08-06,2024-01-25
C-1964,Microsoft,Software Licensing,187532,207385,Active (Overrun),2023-12-11,2024-06-27
C-1965,EY,Cloud Support,54310,59134,Closed,2023-01-15,2024-11-17
C-1966,PwC,Consulting,863680,913753,Closed,2023-04-16,2024-05-13
C-1967,SAP,Software Licensing,914942,937381,Closed,2023-07-05,2024-06-17
C-1968,PwC,IT Services,228443,244235,Active (Overrun),2023-07-16,2024-03-28
C-1969,SAP,Finance Ops,827655,871181,Closed,2023-07-31,2024-09-24
C-1970,IBM,Software Dev,928393,743680,Active (Overrun),2023-05-18,2024-02-27
C-1971,Accenture,ERP Implementation,192745,181168,Closed,2023-10-17,2024-06-27
C-1972,Capgemini,ERP Implementation,873965,993130,Closed,2023-09-24,2024-01-02
C-1973,Microsoft,Cloud Support,949047,784068,Active,2023-01-23,2024-12-27
C-1974,SAP,Finance Ops,896484,935833,Active,2023-12-12,2024-07-13
C-1975,SAP,Finance Ops,330709,363048,Active,2023-04-14,2024-01-16
C-1976,IBM,Software Dev,612340,659234,Active,2023-01-10,2024-04-18
C-1977,SAP,Software Dev,606189,582734,Active,2023-06-24,2024-05-22
C-1978,Microsoft,Risk Audit,973479,782913,Closed,2023-07-22,2024-11-03
C-1979,Deloitte,Cloud Services,960450,1012086,Active,2023-09-24,2024-06-23
C-1980,Accenture,Cloud Services,299669,307060,Active,2023-10-08,2024-10-15
C-1981,IBM,Cloud Services,571335,667240,Active (Overrun),2023-01-16,2024-07-24
C-1982,Microsoft,Finance Ops,374493,330539,Active (Overrun),2023-01-21,2024-06-03
C-1983,Microsoft,Risk Audit,579997,493799,Active,2023-04-02,2024-06-06
C-1984,PwC,Cloud Support,837538,679618,Closed,2023-07-22,2024-12-14
C-1985,Globant,IT Services,890555,740475,Closed,2023-06-08,2024-08-28
C-1986,Accenture,Risk Audit,616369,605491,Active,2023-07-08,2024-02-29
C-1987,Globant,Cloud Support,56962,60167,Closed,2023-05-10,2024-02-15
C-1988,Deloitte,Cloud Services,395476,456271,Active,2023-12-11,2024-04-29
C-1989,Deloitte,Cloud Support,632498,516913,Active (Overrun),2023-03-10,2024-06-13
C-1990,Oracle,Software Dev,502941,448451,Active (Overrun),2023-10-23,2024-03-25
C-1991,IBM,IT Services,137502,126945,Active (Overrun),2023-06-05,2024-12-25
C-1992,IBM,ERP Implementation,536105,453478,Active (Overrun),2023-04-28,2024-04-04
C-1993,Deloitte,Finance Ops,746175,726227,Closed,2023-02-15,2024-11-01
C-1994,Oracle,Cloud Support,543963,562352,Closed,2023-03-13,2024-01-09
C-1995,Globant,ERP Implementation,380425,358657,Active,2023-03-24,2024-12-23
C-1996,Microsoft,Consulting,513137,466469,Closed,2023-03-08,2024-02-04
C-1997,EY,Software Dev,197383,225780,Closed,2023-01-04,2024-09-25
C-1998,IBM,Consulting,653674,567461,Active,2023-08-07,2025-01-01
C-1999,Deloitte,IT Services,387194,446163,Active (Overrun),2023-09-24,2024-04-05
C-2000,PwC,Software Licensing,595952,639798,Closed,2023-11-04,2024-07-19
C-2001,IBM,Cloud Services,207068,230186,Active,2023-07-13,2024-04-25
C-2002,Microsoft,IT Services,181940,166347,Closed,2023-08-09,2024-10-25
C-2003,SAP,Software Licensing,934843,993843,Active,2023-01-07,2024-12-20
C-2004,Deloitte,Consulting,856644,851992,Active (Overrun),2023-07-22,2024-04-02
C-2005,PwC,Cloud Services,941709,754640,Closed,2023-12-04,2024-12-03
C-2006,EY,Cloud Support,841486,707570,Active,2023-01-08,2024-10-22
C-2007,IBM,Software Dev,456989,439530,Active,2023-07-19,2024-01-15
C-2008,Globant,Cloud Services,207654,213494,Active,2023-10-27,2024-07-07
C-2009,Oracle,Consulting,475600,552959,Active (Overrun),2023-03-17,2024-10-28
C-2010,PwC,IT Services,501756,418885,Active (Overrun),2023-08-12,2024-08-08
